Product ID,Description,price,Category
2677,Mellon Collie &amp; the Infinite Sadness,28.99,American Alternative
2678,Let's Dance,7.99,New Wave & Post-Punk
2679,Tin Machine,11.21,Album-Oriented Rock (AOR)
2680,Goldeneye: Original Motion Picture Soundtrack From The United Artsits Film,7.99,Pop
2681,Naughty Little Doggie,11.98,Alternative Rock
2682,Duke's Blues,11.98,Contemporary Blues
2683,Birds &amp; B-Sides,10.56,Punk
2684,"Golden Age, The",11.98,Alternative Rock
2685,Resurrection,21.96,R&B
2686,Lost Generation,15.58,Blues
2687,One Mississippi,7.99,American Alternative
2688,Omnipop (It's Only A Flesh Wound Lambchop),14.27,Christian
2689,Wildest Dreams,16.5,Pop
2690,Filthy Lucre Live,15.65,British Punk
2691,Picture This,13.05,Pop
2692,"Enigma 3: Le Roi Est Mort, Vive Le Roi!",10.32,New Wave & Post-Punk
2693,Wicked Buddah Baby,11.23,Blues
2694,Spice,6.74,Dance & Electronic
2695,"Pure Moods, Vol. I",11.49,Dance & Electronic
2696,Archaeology,11.98,Psychedelic Rock
2697,The Very Best of Roy Orbison,23.1,Oldies
2698,Nude &amp; Rude: Best of Iggy Pop,12.43,American Punk
2699,Becoming X,14.92,Alternative Rock
2700,Homework,9.9,Electronica
2701,Earthling,7.99,Alternative Rock
2702,Very Best of After 7,12.56,Contemporary Blues
2703,Don't Look Back,9.49,Contemporary Blues
2704,Book of Spells,9.49,Dance & Electronic
2705,Untouchable,13.11,Dance Pop
2706,Blur,8.06,Britpop
2707,The Saint: Music From The Motion Picture Soundtrack,11.8,Britpop
2708,Stackin Chips,8.99,Blues
2709,Come on Home,11.88,Album-Oriented Rock (AOR)
2710,Too Much Woman,5.0,Blues
2711,Junction Seven,9.44,Adult Contemporary
2712,Still Serious,16.07,Pop
2713,The Will to Live,7.31,Singer-Songwriters
2714,The Fifth Element,10.49,Pop
2715,Bridges to Babylon -  Slipcase Version,13.52,Album-Oriented Rock (AOR)
2716,The Velvet Rope,14.99,Dance & Electronic
2717,Urban Hymns,6.73,American Alternative
2718,Celtic Moods: A Celtic Companion to Pure Moods,11.88,Celtic Folk
2719,The Sweet Hereafter: Original Motion Picture Soundtrack,0.0,Pop
2720,Lunitik Muzik,8.99,Pop
2721,Tribute,8.02,Holiday & Wedding
2722,Gattaca: Original Motion Picture Soundtrack,12.29,Techno
2723,Let It Come Down,31.63,Singer-Songwriters
2724,Songs of Sanctuary,11.82,Classical
2725,The Mission: Original Soundtrack From The Motion Picture,9.79,Pop
2726,Broadcast,16.05,Pop
2727,Gone to Earth,20.57,Ambient Pop
2728,Wild Frontier,18.6,Blues
2729,Tubular Bells,19.6,New Age
2730,Orchestral Manoeuvres in the Dark,10.98,New Wave
2731,Secrets of the Beehive,17.49,Ambient Pop
2732,The Final Rip Off,14.51,Comedic Music
2733,Conscious Party,10.29,Electronica
2734,Plight &amp; Premonition,33.94,Alternative Rock
2735,Our Beloved Revolutionary Sweetheart,10.52,American Alternative
2736,Indescribable Wow,11.49,Alternative Rock
2737,Forever Your Girl,7.98,House
2738,Roll With It,7.56,Album-Oriented Rock (AOR)
2739,Julia Fordham,15.0,Alternative Rock
2740,"The Big Blue, Vol. 2  Original Motion Picture Soundtrack",8.99,Pop
2741,Talk Is Cheap,12.97,Album-Oriented Rock (AOR)
2742,When in Rome,7.99,Alternative Rock
2743,Mystery Girl,39.99,Oldies
2744,After 7,9.53,Contemporary Blues
2745,Bob Mould Workbook,10.0,Singer-Songwriters
2746,Raw Like Sushi,13.81,Alternative Rock
2747,Keep on Movin,7.98,House
2748,Key Lime Pie,8.36,American Alternative
2749,Let Love Rule,13.05,Alternative Rock
2750,Porcelain,11.49,Broadway & Vocalists
2751,Glory: Original Motion Picture Soundtrack,11.37,Pop
2752,Idiot,10.08,Proto Punk
2753,Lust for Life,8.54,Proto Punk
2754,Shut Up &amp; Dance: Remixes,8.64,Dance & Electronic
2755,Volume 2-1990: New Decade,8.9,House
2756,Still Got the Blues,12.13,Blues
2757,Brick By Brick,11.88,Proto Punk
2758,Colour By Numbers,9.49,New Wave
2759,Black Sheets of Rain,9.49,Singer-Songwriters
2760,Divinyls,11.98,New Wave
2761,Refugees of the Heart,13.18,Contemporary Blues
2762,The Five Heartbeats: Music From The Motion Picture,10.07,Pop
2763,Mama Said,8.79,Alternative Rock
2764,Spellbound,11.95,Dance & Electronic
2765,Cruel Inventions,9.49,Alternative Rock
2766,Laughter &amp; Lust,9.49,New Wave
2767,Blue Lines,12.23,Blues
2768,Spotlight on Lucille,12.19,Electric Blues
2769,3 Hours Past Midnight,20.65,Electric Blues
2770,Sugar Tax,12.01,Alternative Rock
2771,Mr Lucky,8.5,Acoustic Blues
2772,Let Me in,10.0,Electric Blues
2773,Monty Python Sings,11.68,Comedic Music
2774,"Live at the Hollywood Palladium (December 15, 1988)",12.48,Album-Oriented Rock (AOR)
2775,After Hours,5.57,Blues
2776,Wallflowers,12.78,Alternative Rock
2777,Takin My Time,16.32,Contemporary Blues
2778,Labour of Love,16.08,Adult Contemporary
2779,Main Offender,11.92,Album-Oriented Rock (AOR)
2780,Hey Where's Your Brother,12.75,Electric Blues
2781,Home Brew,3.99,Alternative Rock
2782,King of Hearts,5.99,Oldies
2783,Let's Knife,11.0,Punk-Pop
2784,Are You Gonna Go My Way,4.0,Alternative Rock
2785,Brother Cane,29.98,Alternative Rock
2786,Blues Alive,10.3,Blues
2787,Janet,7.77,Adult Contemporary
2788,A Storm in Heaven,10.37,American Alternative
2789,Sliver: Music From The Motion Picture,8.99,Alt Industrial
2790,What's Love Got To Do With It,10.52,Adult Contemporary
2791,Liberator,35.93,New Wave & Post-Punk
2792,Signing Off,12.84,Adult Contemporary
2793,The Piano: Original Music From The Film By Jane Campion,10.41,Techno
2794,Bach Transcriptions,8.99,Chamber Music
2795,Last Castrato,14.05,Classical
2796,Ultra,5.99,Hardcore & Punk
2797,Abba-Esque,9.99,Alternative Rock
2798,"I Say, I Say, I Say",13.41,Alternative Rock
2799,"The Essential Pebbles Collection, Vol. 1",15.0,Alternative Rock
2800,Novus Magnificat: Through the Stargate,15.9,Alternative Rock
2801,Set Free - The Definitive Edition,15.64,CDs & Vinyl
2802,Strata,15.98,American Alternative
2803,Thunder Chord,15.95,Ambient
2804,Soma,15.99,American Alternative
2805,Perfect Flaw,15.98,Ambient
2806,Aeterna,15.97,Alternative Rock
2807,Stalker,15.97,Ambient
2808,Song of the Irish Whistle 1,15.78,Celtic New Age
2809,Magnificent Void,16.09,American Alternative
2810,Celtic Tale: Legend of Deirdre,9.9,Ambient
2811,Deep Peace,15.67,Alternative Rock
2812,In Beauty I Walk: The Best of Coyote Oldman,15.87,Dance & Electronic
2813,Fissures,16.26,Ambient
2814,Numena / Geometry,16.05,Ambient
2815,"Celtic Twilight, Vol. 1",8.99,Ambient
2816,Sacred Treasures 1: Masterworks Russia,14.84,Sacred & Religious
2817,Blame It on My Youth,10.49,Bebop
2818,Chronicle: The 20 Greatest Hits,20.99,Album-Oriented Rock (AOR)
2819,Chronicle Vol. 2: Twenty Great CCR Classics,11.49,Album-Oriented Rock (AOR)
2820,Amadeus: Original Soundtrack Recording,17.13,Movie Scores
2821,Amadeus: The Complete Original Soundtrack Recording,35.07,Dance & Electronic
2822,The Concert,11.77,Album-Oriented Rock (AOR)
2823,Blue Ridge Rangers,14.99,Album-Oriented Rock (AOR)
2824,Ccr,14.28,Album-Oriented Rock (AOR)
2825,Bayou Country,9.49,Album-Oriented Rock (AOR)
2826,Green River,10.61,Album-Oriented Rock (AOR)
2827,Willy and the Poor Boys,13.26,Album-Oriented Rock (AOR)
2828,Cosmo's Factory,9.49,Album-Oriented Rock (AOR)
2829,Pendulum,13.28,Album-Oriented Rock (AOR)
2830,Mardi Gras,12.49,Album-Oriented Rock (AOR)
2831,Live in Europe,11.88,Album-Oriented Rock (AOR)
2832,"Live at Keystone, Vol. 1",12.43,Blues
2833,"Live at Keystone, Vol. 2",10.0,Blues
2834,Keystone Encores,13.75,Blues
2835,Vince Guaraldi - Greatest Hits,12.52,Cool Jazz
2836,The Original Hits,9.49,Blues
2837,Fire Up Plus,17.48,Blues
2838,A Boy Named Charlie Brown: The Original Sound Track Recording Of The CBS Television Special,12.79,Children's Music
2839,A Charlie Brown Christmas: The Original Sound Track Recording Of The CBS Television Special,8.76,Children's Music
2840,Creedence Gold [Vinyl],8.98,Album-Oriented Rock (AOR)
2841,The Late Show,12.58,Vocal Blues
2842,First Album,10.0,Proto Punk
2843,Second Album,12.5,Proto Punk
2844,Grace Cathedral Concert,10.23,Cool Jazz
2845,The English Patient: Original Soundtrack Recording,11.5,Pop
2846,Shake Em on Down,9.62,Acoustic Blues
2847,Inside Dave Van Ronk,12.11,Traditional Folk
2848,Midnight Special,10.08,Delta Blues
2849,Black Orchid,12.58,Bebop
2850,Latino,11.99,Bebop
2851,Cal Tjader - Greatest Hits,12.58,Bebop
2852,Fat Larry's Band - Greatest Hits,8.26,Disco
2853,Blackbyrds/Flying Start,12.54,Blues
2854,Isaac Hayes - Greatest Hits,7.73,Blues
2855,The Best of the Dramatics,12.58,Blues
2856,The Best of Albert King,10.82,Electric Blues
2857,Johnnie Taylor Chronicle: The 20 Greatest Hits,13.91,Blues
2858,Best of the Staple Singers,14.52,Blues
2859,Dixieland Favorites,12.51,Dixieland
2860,At the Village Vanguard,12.67,Bebop
2861,#1 Record/Radio City,17.9,Proto Punk
2862,Living Proof,12.49,Disco
2863,Greatest Hits,12.44,Disco
2864,The Complete Pablo Solo Masterpieces,77.1,Swing Jazz
2865,Afro Blue Impressions,13.49,Avant Garde & Free Jazz
2866,Stockholm Concert 1966,15.98,Traditional Vocal Pop
2867,Virtuoso,16.99,Bebop
2868,Portraits of Duke Ellington,12.58,Bebop
2869,Oscar Peterson &amp; Dizzy Gillespie,10.04,Bebop
2870,The Basie Big Band (20 Bit Mastering),11.54,Classic Big Band
2871,Ella and Oscar (20 Bit Mastering),19.43,Traditional Vocal Pop
2872,How Long Has This Been Going On?,17.93,Traditional Vocal Pop
2873,Peterson Edison &amp; Vinson,11.98,Bebop
2874,All That Jazz,12.6,Traditional Vocal Pop
2875,Send in the Clowns (20 Bit Mastering),12.5,Traditional Vocal Pop
2876,Crazy and Mixed Up,12.39,Traditional Vocal Pop
2877,The Best of Joe Pass,12.58,Bebop
2878,"The Tatum Group Masterpieces, Vol. 8",12.57,Swing Jazz
2879,Ella Fitzgerald Sings the Antonio Carlos Jobim Songbook,24.99,Traditional Vocal Pop
2880,The Firehouse Five Plus Two Story,20.34,Dixieland
2881,The Secret Sessions,72.24,Traditional Vocal Pop
2882,Telecommunication,13.73,Brazilian Jazz
2883,Loose Blues,11.99,Bebop
2884,On Green Dolphin Street,12.32,Bebop
2885,But Beautiful (Featuring Stan Getz),12.57,Bebop
2886,New Orleans Rhythm Kings and Jelly Roll Morton,7.99,Dixieland
2887,Enlightenment,12.54,Bebop
2888,Atlantis,12.14,Bebop
2889,Supertrios,12.58,Bebop
2890,All Kinds of Blues,11.46,Piano Blues
2891,Evenin' Blues,15.99,Texas Blues
2892,Blues &amp; Ballads,8.66,Acoustic Blues
2893,Harlem Street Singer,12.4,Acoustic Blues
2894,Burning Hell,12.48,Acoustic Blues
2895,Dig,12.58,Bebop
2896,New Miles Davis Quintet,10.49,Bebop
2897,Worktime,5.99,Bebop
2898,Sonny Stitt Bud Powell &amp; Jj Johnson,12.58,Bebop
2899,Soultrane [Vinyl],16.99,Bebop
2900,Outward Bound (Remastered),9.53,Avant Garde & Free Jazz
2901,Out There,19.98,Avant Garde & Free Jazz
2902,Plays Duke Ellington,21.95,Bebop
2903,New Jazz Conceptions,12.55,Bebop
2904,Brilliant Corners,4.45,Bebop
2905,Hawk Flies High,12.6,Bebop
2906,10 to 4 at the 5-Spot,11.98,Bebop
2907,Things Are Getting Better,9.49,Bebop
2908,In San Francisco,5.99,Bebop
2909,The Incredible Jazz Guitar Of Wes Montgomery,16.71,Bebop
2910,Explorations,19.52,Bebop
2911,Thelonious Monk with John Coltrane,11.98,Bebop
2912,Town Hall Concert,9.99,Avant Garde & Free Jazz
2913,Blue Moods,9.49,Bebop
2914,Jazz at Massey Hall,11.9,Bebop
2915,Jazz at Oberlin,4.52,Cool Jazz
2916,Jazz at the College of the Pacific 1,9.68,Cool Jazz
2917,Miles Davis &amp; Horns,8.91,Bebop
2918,Django,8.97,Bebop
2919,Thelonious Monk &amp; Sonny Rollins [Vinyl],15.99,Bebop
2920,Groovy,5.99,Bebop
2921,The Unique Thelonious Monk [Vinyl],15.99,Bebop
2922,Freedom Suite,9.99,Bebop
2923,Everybody Digs Bill Evans,6.99,Bebop
2924,Collectors' Items,12.98,Bebop
2925,Red Garland's Piano,9.99,Bebop
2926,The Cats,12.58,Bebop
2927,Rat Race Blues,12.77,Bebop
2928,The Quest,12.55,Avant Garde & Free Jazz
2929,Monk's Music,9.99,Bebop
2930,Portrait in Jazz,6.99,Bebop
2931,Movin Along,8.63,Bebop
2932,Ugetsu,9.49,Bebop
2933,Blue Haze,12.58,Bebop
2934,Straight Ahead,9.33,Avant Garde & Free Jazz
2935,Tenor Madness,12.58,Bebop
2936,Cookin' With the Miles Davis Quintet,8.99,Bebop
2937,Lush Life,8.83,Bebop
2938,Live at the Five Spot 1,10.83,Avant Garde & Free Jazz
2939,At Town Hall,9.49,Bebop
2940,Blue's Moods,12.51,Bebop
2941,Groove Yard,10.0,Bebop
2942,Vince Guaraldi Trio,12.58,Cool Jazz
2943,You Get More Bounce,14.6,Bebop
2944,Leroy Walks,12.58,Cool Jazz
2945,Coop: The Music of Bob Cooper,8.99,Cool Jazz
2946,Something Else,7.53,Avant Garde & Free Jazz
2947,New York Scene,12.65,Bebop
2948,Songs I Like to Sing,7.65,Jump Blues
2949,Smack Up,9.52,Bebop
2950,At Ease With Coleman Hawkins,9.06,Bebop
2951,Relaxin' with the Miles Davis Quintet,7.99,Bebop
2952,All Kinds of Weather,12.58,Bebop
2953,Misterioso [Vinyl],16.08,Bebop
2954,In New York,5.99,Cool Jazz
2955,Waltz for Debby,10.69,Bebop
2956,Honeydripper,23.96,Bebop
2957,Alone in San Francisco,16.99,Bebop
2958,So Much Guitar,16.69,Bebop
2959,Bags Meets Wes,6.99,Bebop
2960,Kessel Plays Standards,11.37,Traditional Vocal Pop
2961,Bags Groove,8.99,Bebop
2962,Boss Guitar,16.08,Bebop
2963,At Shelly's Manne Hole,13.45,Bebop
2964,Stan Getz With Cal Tjader,14.98,Bebop
2965,Saxophone Colossus,5.85,Bebop
2966,All Mornin Long,12.46,Bebop
2967,Workin' with the Miles Davis Quintet,12.34,Bebop
2968,Don't Go to Strangers,9.49,Traditional Vocal Pop
2969,Kenny Burrell &amp; John Coltrane,12.49,Bebop
2970,Mulligan Meets Monk,9.49,Bebop
2971,In Orbit,12.74,Bebop
2972,It Could Happen To You,14.98,Cool Jazz
2973,At the Blackhawk,19.99,Bebop
2974,Interplay,11.82,Bebop
2975,Black Talk,10.34,Soul-Jazz & Boogaloo
2976,Way Out West,9.99,Bebop
2977,Art Pepper Meets the Rhythm Section [Vinyl],17.03,Bebop
2978,Art Pepper + Eleven,12.58,Bebop
2979,Tomorrow Is the Question,16.42,Avant Garde & Free Jazz
2980,The Fox,12.58,Bebop
2981,Tokyo Concert,9.89,Bebop
2982,Modern Jazz Giants,9.09,Bebop
2983,Black Pearls,9.12,Bebop
2984,5 By Monk By 5,12.58,Bebop
2985,How My Heart Sings,15.18,Bebop
2986,Steamin' With the Miles Davis Quintet,19.99,Bebop
2987,Dakar,17.57,Bebop
2988,Far Cry,12.58,Avant Garde & Free Jazz
2989,Bahia,11.78,Bebop
2990,All Night Long,9.78,Bebop
2991,Moonbeams,16.58,Bebop
2992,Jazz Impressions Of Black Orpheus,7.99,Cool Jazz
2993,The Tony Bennett / Bill Evans Album,18.06,Classic Vocalists
2994,Zoot Sims and the Gershwin Brothers,19.28,Traditional Vocal Pop
2995,Ellington Suites,9.49,Classic Big Band
2996,Afro-Cuban Jazz Moods,16.91,Bebop
2997,Kirk's Work,8.91,Avant Garde & Free Jazz
2998,Vol. 1-Landslide,9.49,Bebop
2999,Eastern Sounds,15.3,Bebop
3000,Stories to Tell,13.55,Brazilian Jazz
3001,Since We Met,12.58,Bebop
3002,Afro Eurasian Eclipse,11.57,Classic Big Band
3003,Live at the Black Hawk 1,12.44,Bebop
3004,Winter Moon,12.58,Bebop
3005,Poll Winners Three,12.58,Bebop
3006,Maggie's Back in Town,8.1,Bebop
3007,Fly With the Wind,9.69,Bebop
3008,Trident,9.42,Bebop
3009,Third Plane,12.58,Bebop
3010,I Will Say Goodbye,12.58,Bebop
3011,Alone Again,7.99,Bebop
3012,This One's for Blanton,10.62,Classic Big Band
3013,The Bosses,16.07,Classic Big Band
3014,Basie &amp; Zoot,12.53,Cool Jazz
3015,Porgy &amp; Bess,16.07,Bebop
3016,Freedom Book,9.99,Bebop
3017,Encounter,12.58,Bebop
3018,Easy Living,12.51,Bebop
3019,Stardust,6.99,Bebop
3020,Canyon Lady,12.58,Bebop
3021,Firebirds,12.58,Avant Garde & Free Jazz
3022,Mose Allison - Greatest Hits,12.5,Blues
3023,"Chronicle: The Complete Prestige Recordings, 1951-1956",76.44,Bebop
3024,The Prestige Recordings,147.6,Bebop
3025,The Complete Prestige/Bluesville Recordings,54.18,Acoustic Blues
3026,Monterey Concerts,12.29,Bebop
3027,The Gene Ammons Story: Gentle Jug,12.43,Bebop
3028,Night Letter / Soul Shack,7.99,Bebop
3029,Legends of Acid Jazz,17.55,Acid Jazz
3030,"Carnegie Hall Concerts, January 1943",22.19,Orchestral Jazz
3031,The Complete Riverside Recordings,100.88,Traditional Vocal Pop
3032,The Complete Riverside Recordings,120.44,Bebop
3033,Hot Buttered Soul (Remastered),14.98,Pop
3034,Be Altitude: Respect,9.49,Christian
3035,Isaac Hayes Movement,12.55,Blues
3036,To Be Continued,12.42,Blues
3037,That's Where It's At!,12.66,Contemporary Blues
3038,Woman to Woman,9.49,Blues
3039,The Complete Stax/Volt Soul Singles: 1972-1975,98.59,Electric Blues
3040,I'll Play the Blues for You,7.92,Electric Blues
3041,Lovejoy,12.58,Electric Blues
3042,Melting Pot,12.52,Blues
3043,The Best of The Temprees,12.32,Blues
3044,Best of,13.99,Blues
3045,Joy,11.88,Blues
3046,Lost Sessions,12.57,Electric Blues
3047,I Wanna Get Funky,11.89,Electric Blues
3048,The Best of the Bar-Kays,10.0,Blues
3049,Jammed Together,12.58,Electric Blues
3050,Blues at Sunrise,10.84,Electric Blues
3051,Sweet Soul Music: The Stax Groups,15.44,Pop
3052,Mclemore Avenue,21.54,Blues
3053,Wednesday Night in San Francisco,12.58,Electric Blues
3054,Thursday Night in San Francisco,12.55,Electric Blues
3055,"Estelle, Myrna and Sylvia",8.26,Pop & Contemporary
3056,Remember Me,8.99,Oldies
3057,Stay Out of the Kitchen,14.63,Blues
3058,Blues at Sunset,10.24,Electric Blues
3059,Taylored in Silk,5.99,Blues
3060,Ghetto: Misfortune's Wealth,12.44,Pop
3061,Shaft,11.59,Blues
3062,Live at the Sahara Tahoe,12.39,Pop
3063,Top of the Stax: 20 Greatest Hits,12.58,Blues
3064,Black Moses,23.74,Blues
3065,Double Feature : Music From The Soundtracks Of Three Tough Guys &amp; Truck Turner,12.58,Pop
3066,Enta Da Stage,14.25,Dance & Electronic
3067,Dah Shinin,14.76,Blues
3068,Steeler,16.58,Pop Metal
3069,Street Lethal,16.81,Pop Metal
3070,Mind's Eye,16.73,Pop Metal
3071,Project: Driver,16.19,Pop Metal
3072,Speed Metal Symphony,16.79,Pop Metal
3073,Second Heat,16.68,Pop Metal
3074,Dragon's Kiss,16.01,Pop Metal
3075,Perpetual Burn,14.52,Pop Metal
3076,Greg Howe,16.67,Pop Metal
3077,Go Off!,16.63,Pop Metal
3078,Richie Kotzen,16.86,Pop Metal
3079,Live Extreme 2,16.9,Pop Metal
3080,Scenes,16.99,Metal
3081,Introduction,16.88,Metal
3082,Face the Truth,9.99,Metal
3083,The Inner Galactic Fusion Experience,16.61,Pop Metal
3084,Edge of the World,16.81,Glam
3085,Heavy Machinery,8.99,Jazz Fusion
3086,Addiction,7.99,Blues
3087,Live &amp; Let Die,19.99,Blues
3088,Words From the Genius,11.88,Blues
3089,Goin Off,14.69,Blues
3090,Road to the Riches,7.09,Blues
3091,Best of Master Ace,18.71,Blues
3092,Biz Never Sleeps,16.07,Blues
3093,Dance Mix Usa 4,19.52,House
3094,Candy Girl,12.08,Teen Pop
3095,Come Into My Life,13.06,Disco
3096,Jo Stafford Sings American Folk Songs,16.91,Traditional Vocal Pop
3097,Magentalane,17.5,Album-Oriented Rock (AOR)
3098,Cornerstone,8.99,Alternative Rock
3099,Torture Garden,18.77,Hardcore
3100,Pickin on the Grateful Dead: A Tribute,15.19,Bluegrass
3101,The Merle Travis Story: 24 Greatest Hits,15.28,Classic Country
3102,Live in Chicago,29.95,Cabaret
3103,Onward to Golgotha,18.46,Death Metal
3104,Necrology,8.99,Death Metal
3105,Tales From the Thousand Lakes,8.99,Death Metal
3106,Mortal Throne of Nazarene,14.56,Death Metal
3107,Venereology,3.96,Indie & Lo-Fi
3108,House by the Cemetery,8.99,Hardcore
3109,Elegy,8.99,Death Metal
3110,Pulse Demon,7.92,Indie & Lo-Fi
3111,Through Silver in Blood,14.58,Punk
3112,Hacked Up for Barbecue,18.18,Hardcore
3113,Temple of the Morning Star,5.93,Post Hardcore
3114,Forsaken Mourning Of Angelic Anguish,14.02,Death Metal
3115,Occupational Hazard,9.77,American Alternative
3116,Maximum Rock N Roll,8.99,Hardcore
3117,Self Portrait/I Am What I Am,14.94,Pop
3118,Akira: Original Soundtrack,14.99,Pop
3119,Tales of the New West,9.49,Punk
3120,Jesus of Cool,8.99,New Wave
3121,Girls Girls Girls,10.0,British Punk
3122,Labour of Lust,8.99,New Wave
3123,Musical Shapes &amp; Blue Nun,13.98,New Wave
3124,Pink Floyd: London 1966-1967 [VHS],29.99,Psychedelic Rock
3125,London 1966-67,20.83,British Invasion
3126,Music in a Doll's House,6.99,Psychedelic Rock
3127,Bundles,8.99,Psychedelic Rock
3128,Softs,8.99,Psychedelic Rock
3129,Tomorrow,14.99,British Invasion
3130,Gandalf,9.49,Ambient Pop
3131,You Gotta Walk It Like You Talk It,8.98,Album-Oriented Rock (AOR)
3132,Fever Tree/Another Time Another Place,44.98,Alternative Rock
3133,Growers of Mushroom,8.99,Psychedelic Rock
3134,Barbed Wire Sandwich,15.65,Blues
3135,Plus,8.28,Pop
3136,Martha Reeves,0.0,Oldies
3137,No Title,0.0,CDs & Vinyl
3138,Award Winning Movie Themes of the 50's,9.45,Easy Listening
3139,14 Award Winning Movie Themes of the 60's,9.37,Easy Listening
3140,Captain Lockheed &amp; the Starfighters,11.49,Alternative Rock
3141,Uncle Charlie &amp; His Dog Teddy,11.22,Bluegrass
3142,Maximum Darkness,20.14,Pop Metal
3143,Future Blues,12.04,Electric Blues
3144,Greenhouse,15.9,Contemporary Folk
3145,Head Rings Out,13.06,Pop
3146,Getting to This,15.8,Pop
3147,The Confessions Of Dr. Dream And Other Stories,11.29,Pop
3148,Donovan In Concert,20.17,British Invasion
3149,Mudlark,14.38,Contemporary Folk
3150,Live in Concert,17.07,Album-Oriented Rock (AOR)
3151,My Feet Are Smilin,19.26,Contemporary Folk
3152,Burglar,16.29,Electric Blues
3153,A Gift From A Flower To A Garden,37.96,British Invasion
3154,Quicksilver,17.99,Psychedelic Rock
3155,Boulders,38.99,Album-Oriented Rock (AOR)
3156,"The Wild, The Willing And The Innocent/Mechanix (UK)",17.68,Album-Oriented Rock (AOR)
3157,Forest / Full Circle,18.73,Folk
3158,Don McLean,21.2,Contemporary Folk
3159,Baby Batter,16.78,Electric Blues
3160,Burnt Lips,14.43,Contemporary Folk
3161,Anthology,16.43,Psychedelic Rock
3162,Best of,17.16,Blues
3163,Read My Lips,20.16,Album-Oriented Rock (AOR)
3164,One Night at Budokan,28.4,Pop Metal
3165,Commoners Crown,7.99,British Folk
3166,The Michael Schenker Group / MSG,12.61,Metal
3167,Making Contact/Misdemeanour (UK) [2-On-1 CD],16.15,Album-Oriented Rock (AOR)
3168,Storm Force 10,23.93,British Folk
3169,Built to Destroy,22.91,Pop Metal
3170,Live / For Earth Below,16.89,Album-Oriented Rock (AOR)
3171,Long Misty Days / In City Dreams,17.38,Album-Oriented Rock (AOR)
3172,Walk Into Light,7.99,New Age
3173,Caravan To Midnight/Victims Of The Fury,22.16,Album-Oriented Rock (AOR)
3174,HMS Donovan,12.5,British Invasion
3175,The History of the Bonzos,19.26,American Alternative
3176,Roger the Engineer,7.99,British Invasion
3177,MAD RIVER,24.7,Psychedelic Rock
3178,Kapt. Kopter &amp; The (Fabulous) Twirly Birds,9.99,Psychedelic Rock
3179,The Gilded Palace of Sin,17.17,Americana
3180,Roadmaster,20.08,Bluegrass
3181,Rick Danko,23.29,Country
3182,Battle Hymn,18.98,Metal
3183,Graham Gouldman Thing,9.99,British Invasion
3184,Earthspan,16.97,Psychedelic Rock
3185,Out of the Mist &amp; Illusion,25.54,Psychedelic Rock
3186,Sun &amp; Steel,7.27,Psychedelic Rock
3187,White Bird / Inside Out,8.99,Pop
3188,Song for Juli,6.99,Folk
3189,Last Puff,35.96,Metal
3190,If,5.99,Jazz
3191,Gene Clark &amp; Gosdin Brothers,9.99,Bluegrass
3192,United States of America,17.51,Alternative Rock
3193,Dicen que soy,7.08,Latin Pop
3194,Contra La Corriente,5.05,Dance & Electronic
3195,Sobre el fuego,6.09,Merengue
3196,Foggy Mountain Banjo,0.0,CDs & Vinyl
3197,Plays Bill Monroe,14.8,Bluegrass
3198,Battle Lines,8.99,Pop
3199,Some of the Best of,9.49,Goth
3200,Evolution of Gospel,9.49,Blues
3201,Mo' Money: Original Motion Picture Soundtrack,20.38,Pop
3202,From the Mint Factory,10.0,Blues
3203,Africa to America,6.95,Blues
3204,Solo,7.14,Blues
3205,Definition of a Band,8.33,Blues
3206,Elgar: Enigma Variations / Pompo &amp; Circumstances,10.43,Variations
3207,Brahms: The Symphonies; Overtures; Haydn Variations,42.61,Variations
3208,Il Trovatore,28.73,Classical
3209,"Stockhausen: Gruppen, Kurtag: Grabsteinfur Fur Stephan, Stelle, Claudio Abbado",19.67,Chamber Music
3210,Beethoven: The Complete Piano Sonatas,59.62,Chamber Music
3211,Lohengrin,31.2,Classical
3212,Bruckner: Symphony No. 1,9.49,Classical
3213,Judas Maccabaeus,35.74,Chamber Music
3214,Jack's Crows,9.99,Contemporary Folk
3215,Annunciation,9.99,Blues
3216,Stressfest,9.9,Jazz Fusion
3217,Between Five &amp; Seven,8.99,Contemporary Folk
3218,Emergence,15.99,Ambient
3219,Canyon Trilogy: Native American Flute Music,15.99,Meditation
3220,Earth Spirit,15.99,Jazz Fusion
3221,Winter Dreams for Christmas,24.0,Christmas
3222,Ancestral Voices,15.99,Jazz Fusion
3223,Time is on My Side,18.58,Vocal Blues
3224,Keep on Pushing / People Get Ready,14.87,Doo Wop
3225,DJ-Kicks,13.29,Electronica
3226,Ooooooohhh...On the TLC Tip,14.1,Blues
3227,Boomerang: Original Soundtrack Album,18.93,Pop
3228,Toni Braxton,6.1,Adult Contemporary
3229,CrazySexyCool,6.99,Blues
3230,Southernplayalisticadillacmuzik,8.88,Blues
3231,Soul Food,9.99,Blues
3232,Secrets,9.14,Adult Contemporary
3233,Words,6.77,Acoustic Blues
3234,My Heart,11.98,Contemporary Blues
3235,Atliens,7.98,Pop
3236,Az Yet,9.99,Blues
3237,It's on Tonight,8.29,Blues
3238,Soul Food: Soundtrack - Music From The &quot;Soul Food&quot; Motion Picture,11.89,Pop
3239,My Way,11.35,Dance & Electronic
